Num.,Name,PTS,OREB,DREB,TOTAL REB,BLK,FOUL,AST,TOV,STL,2FG MADE,2FG ATT,2FG %,3FG MADE,3FG ATT,3FG %,TFG MADE,TFG ATT,TFG %,FT MADE,FT ATT,FT %,G-SCORE,O-REB ALLOW,TAP-OUT,HUSTLE PLAYS,VERSUS,FINAL,DATE
0,Tre Clemons,9,1,0,1,0,3,0,4,3,4,5,80.0%,0,0,,4,5,80.0%,1,4,25.0%,4.4,N/A,6/6,3,Claflin,,10/28/2023
1,Anthony Franchi,2,2,5,7,0,0,1,2,1,1,3,33.3%,0,2,0.0%,1,5,20.0%,0,0,,1.5,N/A,5/8,1,Claflin,,10/28/2023
2,Drew Moore,1,1,0,1,0,1,0,1,0,0,3,0.0%,0,1,0.0%,0,4,0.0%,1,2,50.0%,-2.9,N/A,,0,Claflin,,10/28/2023
3,Trian Barnes,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,N/A,,0,Claflin,,10/28/2023
4,JJ Sciba,9,1,1,2,0,1,2,3,1,1,1,100.0%,2,4,50.0%,3,5,60.0%,1,4,25.0%,5.5,N/A,3/5,2,Claflin,,10/28/2023
5,Jourdan Watkins,13,1,8,9,1,0,2,4,3,5,7,71.4%,0,3,0.0%,5,10,50.0%,3,4,75.0%,11.8,N/A,3/7,0,Claflin,,10/28/2023
7,Trevor Kelly,9,0,3,3,0,0,0,1,0,0,0,,2,4,50.0%,2,4,50.0%,3,4,75.0%,6.5,N/A,0/2,1,Claflin,,10/28/2023
8,Sos Igbnigie,9,1,2,3,0,1,1,4,1,1,1,100.0%,2,4,50.0%,3,5,60.0%,1,1,100.0%,5.3,N/A,4/6,1,Claflin,,10/28/2023
11,Tyler Druskis,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,N/A,,0,Claflin,,10/28/2023
12,Tevin Jessup,0,0,1,1,0,0,1,1,1,0,2,0.0%,0,0,,0,2,0.0%,0,0,,-0.4,N/A,2/4,0,Claflin,,10/28/2023
13,Zach Friday,0,1,1,2,0,0,3,2,0,0,2,0.0%,0,1,0.0%,0,3,0.0%,0,0,,-1,N/A,3/4,2,Claflin,,10/28/2023
20,Caleb Tillis,2,0,1,1,0,1,2,3,0,1,2,50.0%,0,0,,1,2,50.0%,0,0,,-0.7,N/A,4/4,2,Claflin,,10/28/2023
21,Meelad Doroodchi,0,1,1,2,0,1,0,0,0,0,0,,0,0,,0,0,,0,0,,0.6,N/A,2/4,0,Claflin,,10/28/2023
33,Cole Strand,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,N/A,,0,Claflin,,10/28/2023
34,Max Reid,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,N/A,,0,Claflin,,10/28/2023
35,CHARLOTTE,54,9,23,32,1,8,12,25,10,13,26,50.0%,6,19,31.6%,19,45,42.2%,10,19,52.6%,N/A,N/A,32/50 = 64%,12,Claflin,N/A,10/28/2023
36,Opponent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Claflin,N/A,10/28/2023
Num.,Name,PTS,OREB,DREB,TOTAL REB,BLK,FOUL,AST,TOV,STL,2FG MADE,2FG ATT,2FG %,3FG MADE,3FG ATT,3FG %,TFG MADE,TFG ATT,TFG %,FT MADE,FT ATT,FT %,G-SCORE,O-REB ALLOW,TAP-OUT,HUSTLE PLAYS,VERSUS,FINAL,DATE
0,Tre Clemons,2,1,4,5,0,3,2,2,0,1,5,20.0%,0,1,0.0%,1,6,16.7%,0,2,0.0%,-2.5,1,8/11,1,Davidson,,11/4/2023
1,Anthony Franchi,2,1,2,3,0,0,1,0,0,0,1,0.0%,0,3,0.0%,0,4,0.0%,2,2,100.0%,1.2,1,7/9,1,Davidson,,11/4/2023
2,Drew Moore,3,0,2,2,1,1,1,2,0,0,1,0.0%,1,3,33.3%,1,4,25.0%,0,0,,0.2,1,6/6,0,Davidson,,11/4/2023
3,Trian Barnes,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,Davidson,,11/4/2023
4,JJ Sciba,12,1,1,2,0,2,0,1,1,1,3,33.3%,3,10,30.0%,4,13,30.8%,1,4,25.0%,3.5,1,7/8,2,Davidson,,11/4/2023
5,Jourdan Watkins,14,1,3,4,0,0,0,1,2,6,8,75.0%,0,2,0.0%,6,10,60.0%,2,6,33.3%,10.4,1,2/6,1,Davidson,,11/4/2023
7,Trevor Kelly,3,0,2,2,1,2,0,0,0,0,0,,1,4,25.0%,1,4,25.0%,0,0,,1.1,5,3/4,0,Davidson,,11/4/2023
8,Sos Igbnigie,0,1,3,4,1,3,0,4,0,0,2,0.0%,0,0,,0,2,0.0%,0,0,,-4.3,0,4/6,0,Davidson,,11/4/2023
11,Tyler Druskis,0,0,1,1,0,0,0,0,0,0,0,,0,1,0.0%,0,1,0.0%,0,1,0.0%,-0.8,1,2/2,0,Davidson,,11/4/2023
12,Tevin Jessup,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,Davidson,,11/4/2023
13,Zach Friday,2,0,1,1,0,0,1,1,0,1,2,50.0%,0,2,0.0%,1,4,25.0%,0,0,,-0.4,0,1/1,0,Davidson,,11/4/2023
20,Caleb Tillis,0,0,0,0,0,0,1,0,1,0,0,,0,0,,0,0,,0,0,,1.7,1,8/9,0,Davidson,,11/4/2023
21,Meelad Doroodchi,2,2,5,7,0,1,0,1,0,1,3,33.3%,0,0,,1,3,33.3%,0,0,,1.8,2,4/9,0,Davidson,,11/4/2023
33,Cole Strand,0,0,1,1,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0.3,0,0,0,Davidson,,11/4/2023
34,Max Reid,3,1,1,2,0,1,0,0,0,0,1,0.0%,1,1,100.0%,1,2,50.0%,0,0,,2.6,0,2/2,0,Davidson,,11/4/2023
35,CHARLOTTE,43,10,28,38,3,13,6,12,4,10,26,38.5%,6,27,22.2%,16,53,30.2%,5,15,33.3%,0,16,55/76 = 72%,5,Davidson,43,11/4/2023
36,Opponent,71,11,34,45,2,15,9,9,6,14,29,48.3%,11,34,32.4%,25,63,39.7%,10,13,76.9%,N/A,N/A,N/A,N/A,Davidson,71,11/4/2023
